     0    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     1    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     2    0.17261E+04    0.67367E-01    0.27107E-01    0.36347E+01
     3    0.15364E+04    0.10453E+00    0.31381E-01    0.36945E+01
     4    0.14360E+04    0.11664E+00    0.30865E-01    0.35829E+01
     5    0.13686E+04    0.10460E+00    0.27188E-01    0.32291E+01
     6    0.13225E+04    0.79333E-01    0.22020E-01    0.27779E+01
     7    0.12930E+04    0.52648E-01    0.16767E-01    0.23139E+01
     8    0.12745E+04    0.32182E-01    0.12342E-01    0.18617E+01
     9    0.12631E+04    0.19942E-01    0.90690E-02    0.14629E+01
    10    0.12579E+04    0.14374E-01    0.69485E-02    0.11590E+01
    11    0.12577E+04    0.12453E-01    0.58401E-02    0.95013E+00
    12    0.12607E+04    0.12156E-01    0.55031E-02    0.82618E+00
    13    0.12650E+04    0.12104E-01    0.56960E-02    0.77466E+00
    14    0.12706E+04    0.12161E-01    0.62552E-02    0.77381E+00
    15    0.12780E+04    0.12501E-01    0.70366E-02    0.79957E+00
    16    0.12873E+04    0.13259E-01    0.79184E-02    0.83150E+00
    17    0.12985E+04    0.14406E-01    0.88676E-02    0.86375E+00
    18    0.13108E+04    0.15870E-01    0.98735E-02    0.89415E+00
    19    0.13240E+04    0.17582E-01    0.10925E-01    0.92050E+00
    20    0.13374E+04    0.19469E-01    0.12013E-01    0.94061E+00
    21    0.13509E+04    0.21477E-01    0.13126E-01    0.95269E+00
    22    0.13642E+04    0.23605E-01    0.14264E-01    0.95661E+00
    23    0.13775E+04    0.25871E-01    0.15424E-01    0.95262E+00
    24    0.13907E+04    0.28288E-01    0.16606E-01    0.94099E+00
    25    0.14039E+04    0.30873E-01    0.17809E-01    0.92198E+00
    26    0.14171E+04    0.33641E-01    0.19032E-01    0.89586E+00
    27    0.14304E+04    0.36608E-01    0.20275E-01    0.86288E+00
    28    0.14437E+04    0.39789E-01    0.21535E-01    0.82332E+00
    29    0.14571E+04    0.43200E-01    0.22813E-01    0.77743E+00
    30    0.14707E+04    0.46856E-01    0.24107E-01    0.72548E+00
    31    0.14845E+04    0.50770E-01    0.25416E-01    0.66762E+00
    32    0.14983E+04    0.54945E-01    0.26739E-01    0.60360E+00
    33    0.15124E+04    0.59381E-01    0.28073E-01    0.53306E+00
    34    0.15265E+04    0.64077E-01    0.29417E-01    0.45562E+00
    35    0.15408E+04    0.69035E-01    0.30768E-01    0.37092E+00
    36    0.15552E+04    0.74252E-01    0.32125E-01    0.27860E+00
    37    0.15696E+04    0.79731E-01    0.33484E-01    0.17829E+00
    38    0.15841E+04    0.85470E-01    0.34845E-01    0.69630E-01
    39    0.15987E+04    0.91469E-01    0.36206E-01   -0.47747E-01
    40    0.16134E+04    0.97729E-01    0.37563E-01   -0.17421E+00
    41    0.16280E+04    0.10425E+00    0.38916E-01   -0.31011E+00
    42    0.16428E+04    0.11103E+00    0.40263E-01   -0.45583E+00
    43    0.16575E+04    0.11808E+00    0.41602E-01   -0.61172E+00
    44    0.16724E+04    0.12539E+00    0.42931E-01   -0.77815E+00
    45    0.16873E+04    0.13297E+00    0.44249E-01   -0.95549E+00
    46    0.17023E+04    0.14082E+00    0.45554E-01   -0.11441E+01
    47    0.17174E+04    0.14894E+00    0.46845E-01   -0.13443E+01
    48    0.17326E+04    0.15734E+00    0.48119E-01   -0.15566E+01
    49    0.17479E+04    0.16601E+00    0.49376E-01   -0.17812E+01
    50    0.17634E+04    0.17496E+00    0.50614E-01   -0.20185E+01
    51    0.17790E+04    0.18418E+00    0.51831E-01   -0.22688E+01
    52    0.17947E+04    0.19368E+00    0.53026E-01   -0.25318E+01
    53    0.18106E+04    0.20346E+00    0.54198E-01   -0.28073E+01
    54    0.18266E+04    0.21351E+00    0.55346E-01   -0.30948E+01
    55    0.18428E+04    0.22384E+00    0.56468E-01   -0.33939E+01
    56    0.18591E+04    0.23443E+00    0.57565E-01   -0.37045E+01
    57    0.18756E+04    0.24529E+00    0.58634E-01   -0.40260E+01
    58    0.18923E+04    0.25642E+00    0.59675E-01   -0.43582E+01
    59    0.19091E+04    0.26781E+00    0.60687E-01   -0.47007E+01
    60    0.19262E+04    0.27946E+00    0.61668E-01   -0.50531E+01
    61    0.19434E+04    0.29138E+00    0.62617E-01   -0.54153E+01
    62    0.19608E+04    0.30355E+00    0.63535E-01   -0.57870E+01
    63    0.19784E+04    0.31598E+00    0.64420E-01   -0.61684E+01
    64    0.19962E+04    0.32866E+00    0.65271E-01   -0.65595E+01
    65    0.20142E+04    0.34158E+00    0.66088E-01   -0.69603E+01
    66    0.20324E+04    0.35475E+00    0.66871E-01   -0.73708E+01
    67    0.20509E+04    0.36816E+00    0.67618E-01   -0.77910E+01
    68    0.20696E+04    0.38181E+00    0.68330E-01   -0.82210E+01
    69    0.20885E+04    0.39569E+00    0.69005E-01   -0.86608E+01
    70    0.21077E+04    0.40981E+00    0.69643E-01   -0.91104E+01
    71    0.21271E+04    0.42414E+00    0.70243E-01   -0.95698E+01
    72    0.21468E+04    0.43870E+00    0.70806E-01   -0.10039E+02
    73    0.21667E+04    0.45345E+00    0.71331E-01   -0.10517E+02
    74    0.21870E+04    0.46839E+00    0.71818E-01   -0.11005E+02
    75    0.22074E+04    0.48351E+00    0.72267E-01   -0.11502E+02
    76    0.22282E+04    0.49879E+00    0.72679E-01   -0.12007E+02
    77    0.22492E+04    0.51423E+00    0.73053E-01   -0.12522E+02
